STUDENT_ID, PERSON_ID, SEMESTER
29010, 29010, 1
29011, 29011, 7
29012, 29012, 1
29013, 29013, 11
29014, 29014, 9
29015, 29015, 4
29016, 29016, 8
29017, 29017, 4
29018, 29018, 6
29019, 29019, 11
29020, 29020, 7
29021, 29021, 10
29022, 29022, 6
29023, 29023, 6
29024, 29024, 9
29025, 29025, 6
29026, 29026, 3
29027, 29027, 10
29028, 29028, 1
29029, 29029, 4
29030, 29030, 10
29031, 29031, 8
29032, 29032, 8
29033, 29033, 6
29034, 29034, 3
29035, 29035, 5
29036, 29036, 8
29037, 29037, 10
29038, 29038, 3
29039, 29039, 3
29040, 29040, 12
29041, 29041, 6
29042, 29042, 12
29043, 29043, 4
29044, 29044, 1
29045, 29045, 7
29046, 29046, 7
29047, 29047, 12
29048, 29048, 1
29049, 29049, 9
29050, 29050, 5
29051, 29051, 7
29052, 29052, 2
29053, 29053, 1
29054, 29054, 6
29055, 29055, 1
29056, 29056, 11
29057, 29057, 8
29058, 29058, 9
29059, 29059, 8
29060, 29060, 6
29061, 29061, 4
29062, 29062, 5
29063, 29063, 3
29064, 29064, 1
29065, 29065, 10
29066, 29066, 12
29067, 29067, 12
29068, 29068, 7
29069, 29069, 10
29070, 29070, 7
29071, 29071, 6
29072, 29072, 11
29073, 29073, 7
29074, 29074, 2
29075, 29075, 9
29076, 29076, 1
29077, 29077, 2
29078, 29078, 4
29079, 29079, 11
29080, 29080, 12
29081, 29081, 6
29082, 29082, 1
29083, 29083, 11
29084, 29084, 11
29085, 29085, 8
29086, 29086, 2
29087, 29087, 8
29088, 29088, 5
29089, 29089, 10
29090, 29090, 9
29091, 29091, 5
29092, 29092, 2
29093, 29093, 1
29094, 29094, 2
29095, 29095, 4
29096, 29096, 8
29097, 29097, 8
29098, 29098, 2
29099, 29099, 11
29100, 29100, 11
29101, 29101, 6
29102, 29102, 5
29103, 29103, 5
29104, 29104, 7
29105, 29105, 9
29106, 29106, 12
29107, 29107, 5
29108, 29108, 5
29109, 29109, 8
29110, 29110, 12
29111, 29111, 11
29112, 29112, 1
29113, 29113, 10
29114, 29114, 8
29115, 29115, 10
29116, 29116, 11
29117, 29117, 7
29118, 29118, 3
29119, 29119, 7
29120, 29120, 12
29121, 29121, 10
29122, 29122, 4
29123, 29123, 12
29124, 29124, 6
29125, 29125, 1
29126, 29126, 4
29127, 29127, 10
29128, 29128, 6
29129, 29129, 3
29130, 29130, 4
29131, 29131, 1
29132, 29132, 9
29133, 29133, 12
29134, 29134, 10
29135, 29135, 3
29136, 29136, 4
29137, 29137, 3
29138, 29138, 8
29139, 29139, 6
29140, 29140, 8
29141, 29141, 6
29142, 29142, 11
29143, 29143, 2
29144, 29144, 2
29145, 29145, 12
29146, 29146, 4
29147, 29147, 2
29148, 29148, 7
29149, 29149, 1
29150, 29150, 4
29151, 29151, 9
29152, 29152, 2
29153, 29153, 9
29154, 29154, 1
29155, 29155, 5
29156, 29156, 12
29157, 29157, 1
29158, 29158, 9
29159, 29159, 3
29160, 29160, 3
29161, 29161, 11
29162, 29162, 1
29163, 29163, 2
29164, 29164, 8
29165, 29165, 3
29166, 29166, 5
29167, 29167, 11
29168, 29168, 9
29169, 29169, 5
29170, 29170, 7
29171, 29171, 12
29172, 29172, 6
29173, 29173, 7
29174, 29174, 11
29175, 29175, 10
29176, 29176, 8
29177, 29177, 4
29178, 29178, 11
29179, 29179, 11
29180, 29180, 2
29181, 29181, 10
29182, 29182, 5
29183, 29183, 5
29184, 29184, 4
29185, 29185, 9
29186, 29186, 3
29187, 29187, 3
29188, 29188, 6
29189, 29189, 11
29190, 29190, 5
29191, 29191, 7
29192, 29192, 2
29193, 29193, 4
29194, 29194, 5
29195, 29195, 11
29196, 29196, 10
29197, 29197, 2
29198, 29198, 11
29199, 29199, 10
29200, 29200, 9
29201, 29201, 6
29202, 29202, 7
29203, 29203, 9
29204, 29204, 11
29205, 29205, 4
29206, 29206, 9
29207, 29207, 2
29208, 29208, 3
29209, 29209, 10
29210, 29210, 12
29211, 29211, 7
29212, 29212, 11
29213, 29213, 5
29214, 29214, 3
29215, 29215, 12
29216, 29216, 7
29217, 29217, 4
29218, 29218, 3
29219, 29219, 5
29220, 29220, 4
29221, 29221, 9
29222, 29222, 2
29223, 29223, 3
29224, 29224, 8
29225, 29225, 4
29226, 29226, 11
29227, 29227, 9
29228, 29228, 2
29229, 29229, 8
29230, 29230, 7
29231, 29231, 7
29232, 29232, 1
29233, 29233, 6
29234, 29234, 10
29235, 29235, 4
29236, 29236, 3
29237, 29237, 1
29238, 29238, 1
29239, 29239, 4
29240, 29240, 6
29241, 29241, 2
29242, 29242, 6
29243, 29243, 7
29244, 29244, 9
29245, 29245, 3
29246, 29246, 5
29247, 29247, 8
29248, 29248, 2
29249, 29249, 6
29250, 29250, 10
29251, 29251, 2
29252, 29252, 8
29253, 29253, 2
29254, 29254, 5
29255, 29255, 5
29256, 29256, 1
29257, 29257, 6
29258, 29258, 6
29259, 29259, 4
29260, 29260, 1
29261, 29261, 1
29262, 29262, 5
29263, 29263, 2
29264, 29264, 11
29265, 29265, 1
29266, 29266, 2
29267, 29267, 12
29268, 29268, 4
29269, 29269, 1
29270, 29270, 5
29271, 29271, 4
29272, 29272, 10
29273, 29273, 9
29274, 29274, 3
29275, 29275, 2
29276, 29276, 11
29277, 29277, 6
29278, 29278, 9
29279, 29279, 11
29280, 29280, 9
29281, 29281, 11
29282, 29282, 9
29283, 29283, 11
29284, 29284, 10
29285, 29285, 1
29286, 29286, 4
29287, 29287, 8
29288, 29288, 11
29289, 29289, 4
29290, 29290, 9
29291, 29291, 3
29292, 29292, 9
29293, 29293, 2
29294, 29294, 7
29295, 29295, 10
29296, 29296, 7
29297, 29297, 9
29298, 29298, 6
29299, 29299, 8
29300, 29300, 10
29301, 29301, 7
29302, 29302, 9
29303, 29303, 7
29304, 29304, 5
29305, 29305, 2
29306, 29306, 5
29307, 29307, 9
29308, 29308, 2
29309, 29309, 10
29310, 29310, 12
29311, 29311, 5
29312, 29312, 5
29313, 29313, 11
29314, 29314, 10
29315, 29315, 1
29316, 29316, 2
29317, 29317, 3
29318, 29318, 11
29319, 29319, 1
29320, 29320, 5
29321, 29321, 5
29322, 29322, 3
29323, 29323, 12
29324, 29324, 8
29325, 29325, 9
29326, 29326, 12
29327, 29327, 5
29328, 29328, 2
29329, 29329, 4
29330, 29330, 7
29331, 29331, 9
29332, 29332, 1
29333, 29333, 12
29334, 29334, 12
29335, 29335, 7
29336, 29336, 6
29337, 29337, 11
29338, 29338, 1
29339, 29339, 5
29340, 29340, 7
29341, 29341, 11
29342, 29342, 5
29343, 29343, 6
29344, 29344, 6
29345, 29345, 2
29346, 29346, 8
29347, 29347, 12
29348, 29348, 1
29349, 29349, 11
29350, 29350, 2
29351, 29351, 7
29352, 29352, 8
29353, 29353, 5
29354, 29354, 10
29355, 29355, 9
29356, 29356, 5
29357, 29357, 4
29358, 29358, 8
29359, 29359, 4
29360, 29360, 2
29361, 29361, 6
29362, 29362, 9
29363, 29363, 5
29364, 29364, 9
29365, 29365, 5
29366, 29366, 8
29367, 29367, 5
29368, 29368, 11
29369, 29369, 8
29370, 29370, 1
29371, 29371, 10
29372, 29372, 7
29373, 29373, 2
29374, 29374, 6
29375, 29375, 8
29376, 29376, 8
29377, 29377, 11
29378, 29378, 10
29379, 29379, 2
29380, 29380, 7
29381, 29381, 6
29382, 29382, 2
29383, 29383, 2
29384, 29384, 6
29385, 29385, 7
29386, 29386, 11
29387, 29387, 3
29388, 29388, 6
29389, 29389, 7
29390, 29390, 7
29391, 29391, 10
29392, 29392, 10
29393, 29393, 11
29394, 29394, 9
29395, 29395, 7
29396, 29396, 11
29397, 29397, 2
29398, 29398, 4
29399, 29399, 7
29400, 29400, 10
29401, 29401, 9
29402, 29402, 4
29403, 29403, 11
29404, 29404, 2
29405, 29405, 7
29406, 29406, 3
29407, 29407, 6
29408, 29408, 5
29409, 29409, 5
29410, 29410, 12
29411, 29411, 2
29412, 29412, 9
29413, 29413, 6
29414, 29414, 8
29415, 29415, 8
29416, 29416, 3
29417, 29417, 6
29418, 29418, 5
29419, 29419, 4
29420, 29420, 1
29421, 29421, 1
29422, 29422, 5
29423, 29423, 10
29424, 29424, 1
29425, 29425, 5
29426, 29426, 12
29427, 29427, 10
29428, 29428, 8
29429, 29429, 3
29430, 29430, 7
29431, 29431, 11
29432, 29432, 8
29433, 29433, 5
29434, 29434, 10
29435, 29435, 4
29436, 29436, 4
29437, 29437, 4
29438, 29438, 11
29439, 29439, 12
29440, 29440, 3
29441, 29441, 8
29442, 29442, 12
29443, 29443, 4
29444, 29444, 2
29445, 29445, 9
29446, 29446, 11
29447, 29447, 5
29448, 29448, 10
29449, 29449, 3
29450, 29450, 10
29451, 29451, 4
29452, 29452, 3
29453, 29453, 8
29454, 29454, 11
29455, 29455, 2
29456, 29456, 2
29457, 29457, 1
29458, 29458, 7
29459, 29459, 12
29460, 29460, 9
29461, 29461, 1
29462, 29462, 3
29463, 29463, 11
29464, 29464, 3
29465, 29465, 10
29466, 29466, 5
29467, 29467, 7
29468, 29468, 4
29469, 29469, 4
29470, 29470, 9
29471, 29471, 6
29472, 29472, 1
29473, 29473, 12
29474, 29474, 6
29475, 29475, 9
29476, 29476, 1
29477, 29477, 7
29478, 29478, 1
29479, 29479, 3
29480, 29480, 9
29481, 29481, 9
29482, 29482, 6
29483, 29483, 12
29484, 29484, 3
29485, 29485, 7
29486, 29486, 12
29487, 29487, 4
29488, 29488, 6
29489, 29489, 1
29490, 29490, 3
29491, 29491, 10
29492, 29492, 12
29493, 29493, 1
29494, 29494, 4
29495, 29495, 7
29496, 29496, 6
29497, 29497, 2
29498, 29498, 11
29499, 29499, 4
29500, 29500, 2
29501, 29501, 3
29502, 29502, 12
29503, 29503, 5
29504, 29504, 3
29505, 29505, 12
29506, 29506, 4
29507, 29507, 12
29508, 29508, 5
29509, 29509, 3
29510, 29510, 4
29511, 29511, 2
29512, 29512, 7
29513, 29513, 10
29514, 29514, 9
29515, 29515, 11
29516, 29516, 1
29517, 29517, 11
29518, 29518, 5
29519, 29519, 4
29520, 29520, 4
29521, 29521, 12
29522, 29522, 3
29523, 29523, 12
29524, 29524, 12
29525, 29525, 2
29526, 29526, 4
29527, 29527, 1
29528, 29528, 10
29529, 29529, 8
29530, 29530, 5
29531, 29531, 1
29532, 29532, 9
29533, 29533, 3
29534, 29534, 11
29535, 29535, 2
29536, 29536, 7
29537, 29537, 7
29538, 29538, 6
29539, 29539, 2
29540, 29540, 1
29541, 29541, 7
29542, 29542, 5
29543, 29543, 7
29544, 29544, 10
29545, 29545, 4
29546, 29546, 12
29547, 29547, 2
29548, 29548, 1
29549, 29549, 1
29550, 29550, 6
29551, 29551, 5
29552, 29552, 5
29553, 29553, 6
29554, 29554, 6
29555, 29555, 11
29556, 29556, 5
29557, 29557, 8
29558, 29558, 4
29559, 29559, 5
29560, 29560, 1
29561, 29561, 1
29562, 29562, 6
29563, 29563, 4
29564, 29564, 1
29565, 29565, 6
29566, 29566, 9
29567, 29567, 3
29568, 29568, 11
29569, 29569, 6
29570, 29570, 3
29571, 29571, 3
29572, 29572, 5
29573, 29573, 12
29574, 29574, 7
29575, 29575, 9
29576, 29576, 12
29577, 29577, 3
29578, 29578, 10
29579, 29579, 1
29580, 29580, 10
29581, 29581, 11
29582, 29582, 9
29583, 29583, 9
29584, 29584, 11
29585, 29585, 3
29586, 29586, 7
29587, 29587, 10
29588, 29588, 10
29589, 29589, 6
29590, 29590, 8
29591, 29591, 2
29592, 29592, 12
29593, 29593, 2
29594, 29594, 1
29595, 29595, 6
29596, 29596, 2
29597, 29597, 4
29598, 29598, 1
29599, 29599, 8
29600, 29600, 4
29601, 29601, 12
29602, 29602, 8
29603, 29603, 7
29604, 29604, 1
29605, 29605, 7
29606, 29606, 4
29607, 29607, 9
29608, 29608, 9
29609, 29609, 7
29610, 29610, 1
29611, 29611, 9
29612, 29612, 1
29613, 29613, 10
29614, 29614, 12
29615, 29615, 11
29616, 29616, 12
29617, 29617, 4
29618, 29618, 10
29619, 29619, 5
29620, 29620, 4
29621, 29621, 4
29622, 29622, 9
29623, 29623, 5
29624, 29624, 12
29625, 29625, 8
29626, 29626, 3
29627, 29627, 5
29628, 29628, 7
29629, 29629, 3
29630, 29630, 1
29631, 29631, 7
29632, 29632, 5
29633, 29633, 11
29634, 29634, 9
29635, 29635, 1
29636, 29636, 3
29637, 29637, 2
29638, 29638, 5
29639, 29639, 1
29640, 29640, 4
29641, 29641, 5
29642, 29642, 6
29643, 29643, 7
29644, 29644, 5
29645, 29645, 5
29646, 29646, 3
29647, 29647, 2
29648, 29648, 12
29649, 29649, 3
29650, 29650, 1
29651, 29651, 5
29652, 29652, 1
29653, 29653, 12
29654, 29654, 12
29655, 29655, 2
29656, 29656, 8
29657, 29657, 2
29658, 29658, 5
29659, 29659, 4
29660, 29660, 4
29661, 29661, 10
29662, 29662, 11
29663, 29663, 9
29664, 29664, 10
29665, 29665, 11
29666, 29666, 3
29667, 29667, 7
29668, 29668, 10
29669, 29669, 7
29670, 29670, 5
29671, 29671, 4
29672, 29672, 1
29673, 29673, 7
29674, 29674, 4
29675, 29675, 11
29676, 29676, 9
29677, 29677, 3
29678, 29678, 8
29679, 29679, 12
29680, 29680, 8
29681, 29681, 8
29682, 29682, 9
29683, 29683, 3
29684, 29684, 12
29685, 29685, 1
29686, 29686, 9
29687, 29687, 8
29688, 29688, 11
29689, 29689, 11
29690, 29690, 9
29691, 29691, 11
29692, 29692, 6
29693, 29693, 6
29694, 29694, 5
29695, 29695, 3
29696, 29696, 9
29697, 29697, 9
29698, 29698, 9
29699, 29699, 2
29700, 29700, 12
29701, 29701, 1
29702, 29702, 10
29703, 29703, 7
29704, 29704, 10
29705, 29705, 12
29706, 29706, 2
29707, 29707, 11
29708, 29708, 5
29709, 29709, 6
29710, 29710, 7
29711, 29711, 8
29712, 29712, 8
29713, 29713, 6
29714, 29714, 9
29715, 29715, 4
29716, 29716, 8
29717, 29717, 9
29718, 29718, 7
29719, 29719, 2
29720, 29720, 8
29721, 29721, 2
29722, 29722, 7
29723, 29723, 2
29724, 29724, 9
29725, 29725, 3
29726, 29726, 5
29727, 29727, 7
29728, 29728, 2
29729, 29729, 10
29730, 29730, 8
29731, 29731, 5
29732, 29732, 7
29733, 29733, 11
29734, 29734, 11
29735, 29735, 4
29736, 29736, 2
29737, 29737, 6
29738, 29738, 9
29739, 29739, 12
29740, 29740, 4
29741, 29741, 11
29742, 29742, 6
29743, 29743, 6
29744, 29744, 7
29745, 29745, 5
29746, 29746, 11
29747, 29747, 12
29748, 29748, 6
29749, 29749, 7
29750, 29750, 12
29751, 29751, 8
29752, 29752, 7
29753, 29753, 4
29754, 29754, 7
29755, 29755, 4
29756, 29756, 12
29757, 29757, 1
29758, 29758, 2
29759, 29759, 9
29760, 29760, 6
29761, 29761, 10
29762, 29762, 7
29763, 29763, 6
29764, 29764, 7
29765, 29765, 4
29766, 29766, 10
29767, 29767, 8
29768, 29768, 8
29769, 29769, 7
29770, 29770, 12
29771, 29771, 2
29772, 29772, 4
29773, 29773, 12
29774, 29774, 2
29775, 29775, 10
29776, 29776, 9
29777, 29777, 5
29778, 29778, 6
29779, 29779, 5
29780, 29780, 11
29781, 29781, 7
29782, 29782, 3
29783, 29783, 2
29784, 29784, 12
29785, 29785, 7
29786, 29786, 6
29787, 29787, 4
29788, 29788, 2
29789, 29789, 8
29790, 29790, 5
29791, 29791, 3
29792, 29792, 6
29793, 29793, 2
29794, 29794, 4
29795, 29795, 5
29796, 29796, 11
29797, 29797, 6
29798, 29798, 11
29799, 29799, 8
29800, 29800, 1
29801, 29801, 12
29802, 29802, 10
29803, 29803, 11
29804, 29804, 12
29805, 29805, 4
29806, 29806, 11
29807, 29807, 3
29808, 29808, 2
29809, 29809, 3
29810, 29810, 4
29811, 29811, 6
29812, 29812, 7
29813, 29813, 7
29814, 29814, 7
29815, 29815, 10
29816, 29816, 5
29817, 29817, 2
29818, 29818, 4
29819, 29819, 6
29820, 29820, 8
29821, 29821, 3
29822, 29822, 3
29823, 29823, 8
29824, 29824, 5
29825, 29825, 1
29826, 29826, 2
29827, 29827, 9
29828, 29828, 2
29829, 29829, 9
29830, 29830, 1
29831, 29831, 11
29832, 29832, 10
29833, 29833, 1
29834, 29834, 8
29835, 29835, 5
29836, 29836, 2
29837, 29837, 6
29838, 29838, 9
29839, 29839, 7
29840, 29840, 8
29841, 29841, 8
29842, 29842, 7
29843, 29843, 1
29844, 29844, 5
29845, 29845, 4
29846, 29846, 11
29847, 29847, 3
29848, 29848, 11
29849, 29849, 2
29850, 29850, 1
29851, 29851, 7
29852, 29852, 8
29853, 29853, 1
29854, 29854, 8
29855, 29855, 11
29856, 29856, 7
29857, 29857, 10
29858, 29858, 3
29859, 29859, 3
29860, 29860, 7
29861, 29861, 8
29862, 29862, 1
29863, 29863, 11
29864, 29864, 1
29865, 29865, 10
29866, 29866, 1
29867, 29867, 12
29868, 29868, 9
29869, 29869, 9
29870, 29870, 12
29871, 29871, 4
29872, 29872, 6
29873, 29873, 7
29874, 29874, 9
29875, 29875, 2
29876, 29876, 3
29877, 29877, 4
29878, 29878, 7
29879, 29879, 5
29880, 29880, 4
29881, 29881, 7
29882, 29882, 8
29883, 29883, 9
29884, 29884, 5
29885, 29885, 10
29886, 29886, 9
29887, 29887, 10
29888, 29888, 12
29889, 29889, 1
29890, 29890, 3
29891, 29891, 10
29892, 29892, 5
29893, 29893, 4
29894, 29894, 2
29895, 29895, 3
29896, 29896, 3
29897, 29897, 5
29898, 29898, 5
29899, 29899, 3
29900, 29900, 10
29901, 29901, 12
29902, 29902, 10
29903, 29903, 2
29904, 29904, 2
29905, 29905, 10
29906, 29906, 2
29907, 29907, 10
29908, 29908, 5
29909, 29909, 10
29910, 29910, 4
29911, 29911, 3
29912, 29912, 5
29913, 29913, 5
29914, 29914, 9
29915, 29915, 7
29916, 29916, 11
29917, 29917, 11
29918, 29918, 12
29919, 29919, 4
29920, 29920, 3
29921, 29921, 10
29922, 29922, 5
29923, 29923, 12
29924, 29924, 1
29925, 29925, 10
29926, 29926, 2
29927, 29927, 5
29928, 29928, 8
29929, 29929, 7
29930, 29930, 5
29931, 29931, 2
29932, 29932, 11
29933, 29933, 4
29934, 29934, 6
29935, 29935, 9
29936, 29936, 7
29937, 29937, 5
29938, 29938, 1
29939, 29939, 8
29940, 29940, 1
29941, 29941, 2
29942, 29942, 11
29943, 29943, 4
29944, 29944, 10
29945, 29945, 2
29946, 29946, 1
29947, 29947, 2
29948, 29948, 7
29949, 29949, 12
29950, 29950, 6
29951, 29951, 2
29952, 29952, 5
29953, 29953, 12
29954, 29954, 12
29955, 29955, 2
29956, 29956, 11
29957, 29957, 6
29958, 29958, 8
29959, 29959, 12
29960, 29960, 10
29961, 29961, 3
29962, 29962, 9
29963, 29963, 1
29964, 29964, 12
29965, 29965, 1
29966, 29966, 12
29967, 29967, 1
29968, 29968, 10
29969, 29969, 10
29970, 29970, 7
29971, 29971, 9
29972, 29972, 10
29973, 29973, 12
29974, 29974, 7
29975, 29975, 7
29976, 29976, 4
29977, 29977, 5
29978, 29978, 9
29979, 29979, 6
29980, 29980, 10
29981, 29981, 11
29982, 29982, 7
29983, 29983, 9
29984, 29984, 1
29985, 29985, 1
29986, 29986, 1
29987, 29987, 7
29988, 29988, 7
29989, 29989, 9
29990, 29990, 6
29991, 29991, 8
29992, 29992, 4
29993, 29993, 5
29994, 29994, 12
29995, 29995, 4
29996, 29996, 11
29997, 29997, 1
29998, 29998, 1
29999, 29999, 9
30000, 30000, 4
30001, 30001, 8
30002, 30002, 2
30003, 30003, 12
30004, 30004, 12
30005, 30005, 1
30006, 30006, 3
30007, 30007, 12
30008, 30008, 2
30009, 30009, 10
30010, 30010, 4
30011, 30011, 1
30012, 30012, 9
30013, 30013, 12
30014, 30014, 10
30015, 30015, 6
30016, 30016, 3
30017, 30017, 12
30018, 30018, 12
30019, 30019, 12
30020, 30020, 9
30021, 30021, 8
30022, 30022, 11
30023, 30023, 4
30024, 30024, 2
30025, 30025, 7
30026, 30026, 12
30027, 30027, 3
30028, 30028, 2
30029, 30029, 2
30030, 30030, 6
30031, 30031, 2
30032, 30032, 4
30033, 30033, 8
30034, 30034, 7
30035, 30035, 8
30036, 30036, 8
30037, 30037, 11
30038, 30038, 12
30039, 30039, 4
30040, 30040, 10
30041, 30041, 1
30042, 30042, 1
30043, 30043, 3
30044, 30044, 10
30045, 30045, 7
30046, 30046, 2
30047, 30047, 11
30048, 30048, 7
30049, 30049, 10
30050, 30050, 8
30051, 30051, 11
30052, 30052, 5
30053, 30053, 3
30054, 30054, 8
30055, 30055, 8
30056, 30056, 8
30057, 30057, 8
30058, 30058, 12
30059, 30059, 11
30060, 30060, 9
30061, 30061, 2
30062, 30062, 10
30063, 30063, 7
30064, 30064, 12
30065, 30065, 6
30066, 30066, 1
30067, 30067, 5
30068, 30068, 9
30069, 30069, 1
30070, 30070, 9
30071, 30071, 8
30072, 30072, 9
30073, 30073, 3
30074, 30074, 5
30075, 30075, 12
30076, 30076, 3
30077, 30077, 7
30078, 30078, 4
30079, 30079, 11
30080, 30080, 7
30081, 30081, 10
30082, 30082, 5
30083, 30083, 4
30084, 30084, 6
30085, 30085, 8
30086, 30086, 5
30087, 30087, 3
30088, 30088, 3
30089, 30089, 12
30090, 30090, 12
30091, 30091, 6
30092, 30092, 6
30093, 30093, 11
30094, 30094, 11
30095, 30095, 7
30096, 30096, 1
30097, 30097, 1
30098, 30098, 2
30099, 30099, 6
30100, 30100, 10
30101, 30101, 8
30102, 30102, 6
30103, 30103, 8
30104, 30104, 6
30105, 30105, 4
30106, 30106, 6
30107, 30107, 1
30108, 30108, 10
30109, 30109, 10
30110, 30110, 6
30111, 30111, 8
30112, 30112, 2
30113, 30113, 12
30114, 30114, 4
30115, 30115, 3
30116, 30116, 8
30117, 30117, 5
30118, 30118, 2
30119, 30119, 9
30120, 30120, 6
30121, 30121, 12
30122, 30122, 3
30123, 30123, 1
30124, 30124, 8
30125, 30125, 2
30126, 30126, 1
30127, 30127, 5
30128, 30128, 4
30129, 30129, 5
30130, 30130, 3
30131, 30131, 7
30132, 30132, 8
30133, 30133, 4
30134, 30134, 7
30135, 30135, 9
30136, 30136, 4
30137, 30137, 6
30138, 30138, 2
30139, 30139, 12
30140, 30140, 2
30141, 30141, 1
30142, 30142, 1
30143, 30143, 3
30144, 30144, 8
30145, 30145, 10
30146, 30146, 6
30147, 30147, 4
30148, 30148, 9
30149, 30149, 12
30150, 30150, 11
30151, 30151, 1
30152, 30152, 8
30153, 30153, 5
30154, 30154, 12
30155, 30155, 7
30156, 30156, 11
30157, 30157, 6
30158, 30158, 5
30159, 30159, 7
30160, 30160, 6
30161, 30161, 5
30162, 30162, 4
30163, 30163, 2
30164, 30164, 12
30165, 30165, 10
30166, 30166, 6
30167, 30167, 12
30168, 30168, 9
30169, 30169, 4
30170, 30170, 7
30171, 30171, 5
30172, 30172, 5
30173, 30173, 3
30174, 30174, 8
30175, 30175, 6
30176, 30176, 2
30177, 30177, 2
30178, 30178, 12
30179, 30179, 5
30180, 30180, 3
30181, 30181, 6
30182, 30182, 10
30183, 30183, 3
30184, 30184, 8
30185, 30185, 9
30186, 30186, 11
30187, 30187, 9
30188, 30188, 10
30189, 30189, 10
30190, 30190, 7
30191, 30191, 2
30192, 30192, 11
30193, 30193, 2
30194, 30194, 4
30195, 30195, 6
30196, 30196, 9
30197, 30197, 1
30198, 30198, 8
30199, 30199, 2
30200, 30200, 12
30201, 30201, 12
30202, 30202, 7
30203, 30203, 12
30204, 30204, 4
30205, 30205, 1
30206, 30206, 6
30207, 30207, 9
30208, 30208, 7
30209, 30209, 12
30210, 30210, 11
30211, 30211, 11
30212, 30212, 2
30213, 30213, 11
30214, 30214, 2
30215, 30215, 11
30216, 30216, 7
30217, 30217, 2
30218, 30218, 6
30219, 30219, 5
30220, 30220, 3
30221, 30221, 2
30222, 30222, 8
30223, 30223, 4
30224, 30224, 8
30225, 30225, 3
30226, 30226, 11
30227, 30227, 12
30228, 30228, 5
30229, 30229, 4
30230, 30230, 7
30231, 30231, 12
30232, 30232, 4
30233, 30233, 7
30234, 30234, 5
30235, 30235, 2
30236, 30236, 6
30237, 30237, 9
30238, 30238, 12
30239, 30239, 5
30240, 30240, 11
30241, 30241, 4
30242, 30242, 12
30243, 30243, 10
30244, 30244, 6
30245, 30245, 5
30246, 30246, 5
30247, 30247, 7
30248, 30248, 6
30249, 30249, 9
30250, 30250, 12
30251, 30251, 12
30252, 30252, 4
30253, 30253, 9
30254, 30254, 12
30255, 30255, 11
30256, 30256, 4
30257, 30257, 8
30258, 30258, 10
30259, 30259, 11
30260, 30260, 1
30261, 30261, 4
30262, 30262, 2
30263, 30263, 3
30264, 30264, 4
30265, 30265, 1
30266, 30266, 3
30267, 30267, 7
30268, 30268, 1
30269, 30269, 11
30270, 30270, 8
30271, 30271, 12
30272, 30272, 11
30273, 30273, 3
30274, 30274, 12
30275, 30275, 3
30276, 30276, 10
30277, 30277, 12
30278, 30278, 2
30279, 30279, 10
30280, 30280, 2
30281, 30281, 7
30282, 30282, 2
30283, 30283, 5
30284, 30284, 5
30285, 30285, 3
30286, 30286, 12
30287, 30287, 3
30288, 30288, 12
30289, 30289, 7
30290, 30290, 9
30291, 30291, 4
30292, 30292, 8
30293, 30293, 7
30294, 30294, 11
30295, 30295, 6
30296, 30296, 10
30297, 30297, 11
30298, 30298, 10
30299, 30299, 9
30300, 30300, 6
30301, 30301, 12
30302, 30302, 4
30303, 30303, 6
30304, 30304, 6
30305, 30305, 6
30306, 30306, 10
30307, 30307, 7
30308, 30308, 12
30309, 30309, 1
30310, 30310, 10
30311, 30311, 8
30312, 30312, 6
30313, 30313, 9
30314, 30314, 9
30315, 30315, 10
30316, 30316, 8
30317, 30317, 2
30318, 30318, 11
30319, 30319, 1
30320, 30320, 12
30321, 30321, 12
30322, 30322, 5
30323, 30323, 11
30324, 30324, 4
30325, 30325, 8
30326, 30326, 6
30327, 30327, 1
30328, 30328, 5
30329, 30329, 1
30330, 30330, 1
30331, 30331, 3
30332, 30332, 12
30333, 30333, 6
30334, 30334, 3
30335, 30335, 4
30336, 30336, 3
30337, 30337, 10
30338, 30338, 1
30339, 30339, 6
30340, 30340, 12
30341, 30341, 7
30342, 30342, 4
30343, 30343, 11
30344, 30344, 9
30345, 30345, 11
30346, 30346, 10
30347, 30347, 9
30348, 30348, 7
30349, 30349, 3
30350, 30350, 8
30351, 30351, 1
30352, 30352, 3
30353, 30353, 9
30354, 30354, 6
30355, 30355, 9
30356, 30356, 11
30357, 30357, 11
30358, 30358, 11
30359, 30359, 8
30360, 30360, 1
30361, 30361, 1
30362, 30362, 10
30363, 30363, 2
30364, 30364, 8
30365, 30365, 11
30366, 30366, 8
30367, 30367, 1
30368, 30368, 9
30369, 30369, 10
30370, 30370, 11
30371, 30371, 6
30372, 30372, 6
30373, 30373, 8
30374, 30374, 4
30375, 30375, 12
30376, 30376, 5
30377, 30377, 1
30378, 30378, 6
30379, 30379, 3
30380, 30380, 1
30381, 30381, 11
30382, 30382, 9
30383, 30383, 3
30384, 30384, 9
30385, 30385, 9
30386, 30386, 8
30387, 30387, 6
30388, 30388, 3
30389, 30389, 3
30390, 30390, 11
30391, 30391, 10
30392, 30392, 2
30393, 30393, 7
30394, 30394, 6
30395, 30395, 10
30396, 30396, 9
30397, 30397, 5
30398, 30398, 2
30399, 30399, 4
30400, 30400, 5
30401, 30401, 6
30402, 30402, 2
30403, 30403, 9
30404, 30404, 3
30405, 30405, 1
30406, 30406, 10
